date,DXY,VIX,VXN,US10YT,DJI,SPX,NDX,IXIC
2022-02-09 14:00:00,95.407,20.82,28.33,1.927,35462.78,4521.54,14747.026,14194.455
2022-02-09 13:00:00,95.505,20.93,28.33,1.9198,35462.78,4521.54,14747.026,14194.455
2022-02-09 12:00:00,95.535,20.89,28.33,1.9234,35462.78,4521.54,14747.026,14194.455
2022-02-09 11:00:00,95.629,21.44,28.33,1.9325,35462.78,4521.54,14747.026,14194.455
2022-02-09 10:00:00,95.597,21.44,28.33,1.9433,35462.78,4521.54,14747.026,14194.455
2022-02-09 09:00:00,95.562,21.44,28.33,1.9379,35462.78,4521.54,14747.026,14194.455
2022-02-09 08:00:00,95.534,21.44,28.33,1.9468,35462.78,4521.54,14747.026,14194.455
2022-02-09 07:00:00,95.506,21.44,28.33,1.945,35462.78,4521.54,14747.026,14194.455
2022-02-09 06:00:00,95.491,21.44,28.33,1.9396,35462.78,4521.54,14747.026,14194.455
2022-02-09 05:00:00,95.561,21.44,28.33,1.9396,35462.78,4521.54,14747.026,14194.455
2022-02-09 04:00:00,95.637,21.44,28.33,1.9523,35462.78,4521.54,14747.026,14194.455
2022-02-09 03:00:00,95.627,21.44,28.33,1.9541,35462.78,4521.54,14747.026,14194.455
2022-02-09 02:00:00,95.612,21.44,28.33,1.965,35462.78,4521.54,14747.026,14194.455
2022-02-09 01:00:00,95.616,21.44,28.33,1.965,35462.78,4521.54,14747.026,14194.455
2022-02-09 00:00:00,95.601,21.68,28.45,1.9632,35458.63,4520.85,14743.162,14190.52
2022-02-08 23:00:00,95.643,22.16,29.23,1.9559,35322.32,4499.72,14656.534,14107.349
2022-02-08 22:00:00,95.576,21.79,28.93,1.9523,35457.53,4516.05,14702.606,14148.991
2022-02-08 21:00:00,95.6,21.63,28.79,1.9596,35430.73,4518.81,14737.071,14178.581
2022-02-08 20:00:00,95.633,21.86,28.95,1.9596,35400.95,4513.37,14700.436,14140.726
2022-02-08 19:00:00,95.621,22.29,29.44,1.9686,35222.7,4491.71,14620.055,14070.3
2022-02-08 18:00:00,95.666,22.95,30.24,1.9614,35179.09,4477.12,14533.515,13980.091
2022-02-08 17:00:00,95.646,22.82,30.02,1.9559,35091.13,4483.87,14571.248,14015.668
2022-02-08 16:00:00,95.604,23.08,30.02,1.945,35091.13,4483.87,14571.248,14015.668
2022-02-08 15:00:00,95.529,23.2,30.02,1.9486,35091.13,4483.87,14571.248,14015.668
2022-02-08 14:00:00,95.501,22.87,30.02,1.9323,35091.13,4483.87,14571.248,14015.668
2022-02-08 13:00:00,95.617,22.82,30.02,1.9414,35091.13,4483.87,14571.248,14015.668
2022-02-08 12:00:00,95.63,22.74,30.02,1.9396,35091.13,4483.87,14571.248,14015.668
2022-02-08 11:00:00,95.711,22.86,30.02,1.9541,35091.13,4483.87,14571.248,14015.668
2022-02-08 10:00:00,95.594,22.86,30.02,1.9468,35091.13,4483.87,14571.248,14015.668
2022-02-08 09:00:00,95.623,22.86,30.02,1.9468,35091.13,4483.87,14571.248,14015.668
2022-02-08 08:00:00,95.572,22.86,30.02,1.9467,35091.13,4483.87,14571.248,14015.668
2022-02-08 07:00:00,95.516,22.86,30.02,1.9376,35091.13,4483.87,14571.248,14015.668
2022-02-08 06:00:00,95.522,22.86,30.02,1.9376,35091.13,4483.87,14571.248,14015.668
2022-02-08 05:00:00,95.471,22.86,30.02,1.934,35091.13,4483.87,14571.248,14015.668
2022-02-08 04:00:00,95.432,22.86,30.02,1.9303,35091.13,4483.87,14571.248,14015.668
2022-02-08 03:00:00,95.415,22.86,30.02,1.9195,35091.13,4483.87,14571.248,14015.668
2022-02-08 02:00:00,95.417,22.86,30.02,1.9195,35091.13,4483.87,14571.248,14015.668
2022-02-08 01:00:00,95.413,22.86,30.02,1.9177,35091.13,4483.87,14571.248,14015.668
2022-02-08 00:00:00,95.431,23.16,30.34,1.9213,35091.66,4484.12,14573.066,14015.752
2022-02-07 23:00:00,95.399,22.44,29.43,1.9159,35275.16,4512.33,14690.342,14124.464
2022-02-07 22:00:00,95.514,22.65,29.95,1.9177,35206.86,4506.94,14678.953,14109.654
2022-02-07 21:00:00,95.578,23.43,30.77,1.9231,35051.89,4489.12,14609.489,14047.16
2022-02-07 20:00:00,95.478,23.29,30.55,1.9249,35104.98,4494.36,14625.542,14053.563
2022-02-07 19:00:00,95.415,22.8,29.98,1.9394,35167.69,4511.0,14737.405,14163.567
2022-02-07 18:00:00,95.457,23.07,30.13,1.9322,35064.21,4511.01,14790.409,14219.04
2022-02-07 17:00:00,95.469,23.64,30.32,1.9303,35089.74,4500.53,14694.351,14098.007
2022-02-07 16:00:00,95.381,23.79,30.32,1.9231,35089.74,4500.53,14694.351,14098.007
2022-02-07 15:00:00,95.454,24.28,30.32,1.9267,35089.74,4500.53,14694.351,14098.007
2022-02-07 14:00:00,95.606,24.55,30.32,1.9231,35089.74,4500.53,14694.351,14098.007
2022-02-07 13:00:00,95.574,24.53,30.32,1.9122,35089.74,4500.53,14694.351,14098.007
2022-02-07 12:00:00,95.509,24.3,30.32,1.9068,35089.74,4500.53,14694.351,14098.007
2022-02-07 11:00:00,95.509,23.22,30.32,1.9068,35089.74,4500.53,14694.351,14098.007
2022-02-07 10:00:00,95.56,23.22,30.32,1.9068,35089.74,4500.53,14694.351,14098.007
2022-02-07 09:00:00,95.576,23.22,30.32,1.8996,35089.74,4500.53,14694.351,14098.007
2022-02-07 08:00:00,95.521,23.22,30.32,1.9031,35089.74,4500.53,14694.351,14098.007
2022-02-07 07:00:00,95.569,23.22,30.32,1.9085,35089.74,4500.53,14694.351,14098.007
2022-02-07 06:00:00,95.602,23.22,30.32,1.9067,35089.74,4500.53,14694.351,14098.007
2022-02-07 05:00:00,95.507,23.22,30.32,1.9049,35089.74,4500.53,14694.351,14098.007
2022-02-07 04:00:00,95.45,23.22,30.32,1.9031,35089.74,4500.53,14694.351,14098.007
2022-02-07 03:00:00,95.438,23.22,30.32,1.9103,35089.74,4500.53,14694.351,14098.007
2022-02-07 02:00:00,95.478,23.22,30.32,1.9157,35089.74,4500.53,14694.351,14098.007
2022-02-05 05:00:00,95.478,23.22,30.32,1.9157,35089.74,4500.53,14694.351,14098.007
2022-02-05 04:00:00,95.478,23.22,30.32,1.9157,35089.74,4500.53,14694.351,14098.007
2022-02-05 03:00:00,95.478,23.22,30.32,1.9157,35089.74,4500.53,14694.351,14098.007
2022-02-05 02:00:00,95.478,23.22,30.32,1.9157,35089.74,4500.53,14694.351,14098.007
2022-02-05 01:00:00,95.478,23.22,30.32,1.9121,35089.74,4500.53,14694.351,14098.007
2022-02-05 00:00:00,95.442,23.26,30.28,1.923,35087.31,4499.81,14690.352,14094.033
2022-02-04 23:00:00,95.485,22.59,29.91,1.932,35219.12,4523.08,14771.404,14166.687
2022-02-04 22:00:00,95.429,23.12,30.29,1.9284,35171.93,4518.86,14758.642,14151.973
2022-02-04 21:00:00,95.447,23.42,30.78,1.9248,35082.26,4498.24,14663.632,14059.626
2022-02-04 20:00:00,95.45,24.35,31.42,1.9211,34996.97,4481.94,14599.946,14000.23
2022-02-04 19:00:00,95.53,25.69,32.62,1.932,34838.4,4460.34,14518.819,13922.418
2022-02-04 18:00:00,95.654,24.54,31.77,1.9103,35031.23,4484.16,14586.826,13970.013
2022-02-04 17:00:00,95.59,25.86,31.24,1.9139,35111.16,4477.44,14501.112,13878.818
2022-02-04 16:00:00,95.287,24.85,31.24,1.822,35111.16,4477.44,14501.112,13878.818
2022-02-04 15:00:00,95.21,25.97,31.24,1.8131,35111.16,4477.44,14501.112,13878.818
2022-02-04 14:00:00,95.315,25.28,31.24,1.8167,35111.16,4477.44,14501.112,13878.818
2022-02-04 13:00:00,95.282,24.47,31.24,1.8202,35111.16,4477.44,14501.112,13878.818
2022-02-04 12:00:00,95.301,24.24,31.24,1.8328,35111.16,4477.44,14501.112,13878.818
2022-02-04 11:00:00,95.247,24.35,31.24,1.84,35111.16,4477.44,14501.112,13878.818
2022-02-04 10:00:00,95.265,24.35,31.24,1.8364,35111.16,4477.44,14501.112,13878.818
2022-02-04 09:00:00,95.228,24.35,31.24,1.8472,35111.16,4477.44,14501.112,13878.818
2022-02-04 08:00:00,95.176,24.35,31.24,1.845,35111.16,4477.44,14501.112,13878.818
2022-02-04 07:00:00,95.199,24.35,31.24,1.8468,35111.16,4477.44,14501.112,13878.818
2022-02-04 06:00:00,95.199,24.35,31.24,1.8468,35111.16,4477.44,14501.112,13878.818
2022-02-04 05:00:00,95.26,24.35,31.24,1.8342,35111.16,4477.44,14501.112,13878.818
2022-02-04 04:00:00,95.294,24.35,31.24,1.8414,35111.16,4477.44,14501.112,13878.818
2022-02-04 03:00:00,95.353,24.35,31.24,1.836,35111.16,4477.44,14501.112,13878.818
2022-02-04 02:00:00,95.334,24.35,31.24,1.836,35111.16,4477.44,14501.112,13878.818
2022-02-04 01:00:00,95.337,24.35,31.24,1.8324,35111.16,4477.44,14501.112,13878.818
2022-02-04 00:00:00,95.405,25.75,33.19,1.8253,35112.36,4479.1,14513.772,13889.061
2022-02-03 23:00:00,95.379,24.82,31.79,1.8271,35225.71,4496.41,14607.776,13969.2
2022-02-03 22:00:00,95.3,24.04,31.59,1.8342,35353.05,4513.5,14676.796,14040.479
2022-02-03 21:00:00,95.296,23.92,30.99,1.836,35313.31,4513.07,14685.406,14045.597
2022-02-03 20:00:00,95.409,23.45,30.85,1.8271,35324.27,4516.01,14687.174,14053.494
2022-02-03 19:00:00,95.433,22.67,30.24,1.8342,35396.03,4533.21,14763.373,14127.188
2022-02-03 18:00:00,95.577,23.76,31.16,1.8396,35301.03,4516.59,14727.175,14082.245
2022-02-03 17:00:00,95.739,23.8,29.58,1.8271,35629.33,4589.38,15139.739,14417.547
2022-02-03 16:00:00,96.112,22.81,29.58,1.7966,35629.33,4589.38,15139.739,14417.547
2022-02-03 15:00:00,96.2,23.09,29.58,1.777,35629.33,4589.38,15139.739,14417.547
2022-02-03 14:00:00,96.224,23.26,29.58,1.7699,35629.33,4589.38,15139.739,14417.547
2022-02-03 13:00:00,96.187,23.18,29.58,1.777,35629.33,4589.38,15139.739,14417.547
2022-02-03 12:00:00,96.108,22.61,29.58,1.7717,35629.33,4589.38,15139.739,14417.547
2022-02-03 11:00:00,96.076,22.09,29.58,1.7717,35629.33,4589.38,15139.739,14417.547
2022-02-03 10:00:00,96.112,22.09,29.58,1.7681,35629.33,4589.38,15139.739,14417.547
2022-02-03 09:00:00,96.05,22.09,29.58,1.7699,35629.33,4589.38,15139.739,14417.547
2022-02-03 08:00:00,96.073,22.09,29.58,1.7698,35629.33,4589.38,15139.739,14417.547
2022-02-03 07:00:00,95.999,22.09,29.58,1.7644,35629.33,4589.38,15139.739,14417.547
2022-02-03 06:00:00,96.046,22.09,29.58,1.7662,35629.33,4589.38,15139.739,14417.547
2022-02-03 05:00:00,96.024,22.09,29.58,1.7644,35629.33,4589.38,15139.739,14417.547
2022-02-03 04:00:00,96.056,22.09,29.58,1.7662,35629.33,4589.38,15139.739,14417.547
2022-02-03 03:00:00,95.994,22.09,29.58,1.7573,35629.33,4589.38,15139.739,14417.547
2022-02-03 02:00:00,95.993,22.09,29.58,1.7715,35629.33,4589.38,15139.739,14417.547
2022-02-03 01:00:00,95.987,22.09,29.58,1.7787,35629.33,4589.38,15139.739,14417.547
2022-02-03 00:00:00,95.988,20.77,27.86,1.7769,35618.13,4587.73,15135.368,14413.095
2022-02-02 23:00:00,95.936,20.8,28.02,1.7662,35605.05,4584.13,15113.623,14401.199
2022-02-02 22:00:00,95.956,21.44,28.44,1.7609,35548.27,4577.0,15080.076,14377.577
2022-02-02 21:00:00,95.944,21.4,28.16,1.7466,35556.93,4582.08,15136.159,14428.386
2022-02-02 20:00:00,96.028,21.95,28.54,1.7502,35392.08,4561.65,15041.025,14341.173
2022-02-02 19:00:00,96.04,21.94,28.68,1.7715,35418.52,4565.47,15080.74,14379.773
2022-02-02 18:00:00,95.996,22.1,28.09,1.7626,35360.51,4559.87,15113.332,14419.596
2022-02-02 17:00:00,95.967,21.66,28.0,1.8108,35405.24,4546.54,15019.677,14346.003
2022-02-02 16:00:00,95.844,21.23,28.0,1.7805,35405.24,4546.54,15019.677,14346.003
2022-02-02 15:00:00,95.939,21.45,28.0,1.7912,35405.24,4546.54,15019.677,14346.003
2022-02-02 14:00:00,95.998,21.39,28.0,1.7965,35405.24,4546.54,15019.677,14346.003
2022-02-02 13:00:00,96.092,21.28,28.0,1.7858,35405.24,4546.54,15019.677,14346.003
2022-02-02 12:00:00,96.142,21.65,28.0,1.7733,35405.24,4546.54,15019.677,14346.003
2022-02-02 11:00:00,96.182,21.96,28.0,1.7876,35405.24,4546.54,15019.677,14346.003
2022-02-02 10:00:00,96.276,21.96,28.0,1.7912,35405.24,4546.54,15019.677,14346.003
2022-02-02 09:00:00,96.27,21.96,28.0,1.7912,35405.24,4546.54,15019.677,14346.003
2022-02-02 08:00:00,96.267,21.96,28.0,1.7946,35405.24,4546.54,15019.677,14346.003
2022-02-02 07:00:00,96.294,21.96,28.0,1.7928,35405.24,4546.54,15019.677,14346.003
2022-02-02 06:00:00,96.245,21.96,28.0,1.7911,35405.24,4546.54,15019.677,14346.003
2022-02-02 05:00:00,96.239,21.96,28.0,1.7928,35405.24,4546.54,15019.677,14346.003
2022-02-02 04:00:00,96.265,21.96,28.0,1.7964,35405.24,4546.54,15019.677,14346.003
2022-02-02 03:00:00,96.268,21.96,28.0,1.8,35405.24,4546.54,15019.677,14346.003
2022-02-02 02:00:00,96.266,21.96,28.0,1.7946,35405.24,4546.54,15019.677,14346.003
2022-02-02 01:00:00,96.26,21.96,28.0,1.7911,35405.24,4546.54,15019.677,14346.003
2022-02-02 00:00:00,96.284,22.24,28.2,1.8018,35392.81,4544.95,15013.487,14340.085
2022-02-01 23:00:00,96.385,23.33,28.87,1.7982,35209.63,4518.33,14882.832,14222.108
2022-02-01 22:00:00,96.403,23.47,29.04,1.7893,35187.67,4518.43,14892.394,14225.831
2022-02-01 21:00:00,96.429,23.54,28.81,1.7964,35156.67,4518.73,14921.157,14258.092
2022-02-01 20:00:00,96.473,23.58,28.89,1.8107,35160.88,4521.02,14942.906,14284.493
2022-02-01 19:00:00,96.433,23.9,29.45,1.8143,35173.21,4513.87,14874.719,14215.259
2022-02-01 18:00:00,96.363,24.23,30.21,1.7964,35153.99,4511.61,14856.747,14176.653
2022-02-01 17:00:00,96.329,24.31,30.16,1.7679,35131.86,4515.55,14930.053,14239.883
2022-02-01 16:00:00,96.369,24.73,30.16,1.7536,35131.86,4515.55,14930.053,14239.883
2022-02-01 15:00:00,96.284,24.96,30.16,1.7483,35131.86,4515.55,14930.053,14239.883
2022-02-01 14:00:00,96.342,25.0,30.16,1.7625,35131.86,4515.55,14930.053,14239.883
2022-02-01 13:00:00,96.345,24.99,30.16,1.7554,35131.86,4515.55,14930.053,14239.883
2022-02-01 12:00:00,96.401,24.57,30.16,1.7714,35131.86,4515.55,14930.053,14239.883
2022-02-01 11:00:00,96.371,24.83,30.16,1.7857,35131.86,4515.55,14930.053,14239.883
2022-02-01 10:00:00,96.619,24.83,30.16,1.7804,35131.86,4515.55,14930.053,14239.883
2022-02-01 09:00:00,96.57,24.83,30.16,1.775,35131.86,4515.55,14930.053,14239.883
2022-02-01 08:00:00,96.549,24.83,30.16,1.7713,35131.86,4515.55,14930.053,14239.883
2022-02-01 07:00:00,96.635,24.83,30.16,1.7695,35131.86,4515.55,14930.053,14239.883
2022-02-01 06:00:00,96.636,24.83,30.16,1.7767,35131.86,4515.55,14930.053,14239.883
2022-02-01 05:00:00,96.68,24.83,30.16,1.7802,35131.86,4515.55,14930.053,14239.883
2022-02-01 04:00:00,96.706,24.83,30.16,1.7892,35131.86,4515.55,14930.053,14239.883
2022-02-01 03:00:00,96.649,24.83,30.16,1.7874,35131.86,4515.55,14930.053,14239.883
2022-02-01 02:00:00,96.654,24.83,30.16,1.7838,35131.86,4515.55,14930.053,14239.883
2022-02-01 01:00:00,96.639,24.83,30.16,1.7785,35131.86,4515.55,14930.053,14239.883
2022-02-01 00:00:00,96.623,24.86,29.98,1.7856,35127.21,4515.44,14930.822,14239.832
2022-01-31 23:00:00,96.54,24.95,30.19,1.782,34991.83,4495.27,14830.74,14145.611
2022-01-31 22:00:00,96.614,25.6,30.78,1.7767,34943.58,4487.24,14788.984,14106.58
2022-01-31 21:00:00,96.724,25.26,30.4,1.7909,34916.67,4487.36,14794.814,14117.813
2022-01-31 20:00:00,96.785,25.98,30.62,1.7892,34851.39,4481.09,14789.898,14105.764
2022-01-31 19:00:00,96.813,26.78,31.52,1.7874,34741.5,4465.12,14729.307,14040.033
2022-01-31 18:00:00,96.969,27.57,32.54,1.7999,34691.88,4447.78,14649.914,13958.991
2022-01-31 17:00:00,96.897,28.42,33.31,1.7981,34725.47,4431.85,14454.612,13770.573
2022-01-31 16:00:00,97.158,28.85,33.31,1.7963,34725.47,4431.85,14454.612,13770.573
2022-01-31 15:00:00,97.164,28.8,33.31,1.7892,34725.47,4431.85,14454.612,13770.573
2022-01-31 14:00:00,97.082,28.59,33.31,1.7874,34725.47,4431.85,14454.612,13770.573
2022-01-31 13:00:00,97.019,28.24,33.31,1.7767,34725.47,4431.85,14454.612,13770.573
2022-01-31 12:00:00,97.054,27.99,33.31,1.782,34725.47,4431.85,14454.612,13770.573
2022-01-31 11:00:00,97.049,27.66,33.31,1.782,34725.47,4431.85,14454.612,13770.573
2022-01-31 10:00:00,97.087,27.66,33.31,1.7909,34725.47,4431.85,14454.612,13770.573
2022-01-31 09:00:00,97.107,27.66,33.31,1.7874,34725.47,4431.85,14454.612,13770.573
2022-01-31 08:00:00,97.137,27.66,33.31,1.7908,34725.47,4431.85,14454.612,13770.573
2022-01-31 07:00:00,97.149,27.66,33.31,1.7944,34725.47,4431.85,14454.612,13770.573
2022-01-31 06:00:00,97.168,27.66,33.31,1.7944,34725.47,4431.85,14454.612,13770.573
2022-01-31 05:00:00,97.163,27.66,33.31,1.7944,34725.47,4431.85,14454.612,13770.573
2022-01-31 04:00:00,97.252,27.66,33.31,1.7944,34725.47,4431.85,14454.612,13770.573
2022-01-31 03:00:00,97.192,27.66,33.31,1.7908,34725.47,4431.85,14454.612,13770.573
2022-01-31 02:00:00,97.217,27.66,33.31,1.7784,34725.47,4431.85,14454.612,13770.573
2022-01-29 05:00:00,97.217,27.66,33.31,1.7784,34725.47,4431.85,14454.612,13770.573
2022-01-29 04:00:00,97.217,27.66,33.31,1.7784,34725.47,4431.85,14454.612,13770.573
2022-01-29 03:00:00,97.217,27.66,33.31,1.7784,34725.47,4431.85,14454.612,13770.573
2022-01-29 02:00:00,97.217,27.66,33.31,1.7784,34725.47,4431.85,14454.612,13770.573
2022-01-29 01:00:00,97.217,27.66,33.31,1.773,34725.47,4431.85,14454.612,13770.573
2022-01-29 00:00:00,97.215,27.3,32.67,1.7837,34725.57,4431.8,14451.054,13767.827
2022-01-28 23:00:00,97.27,29.15,34.28,1.7801,34368.87,4374.07,14225.766,13547.645
2022-01-28 22:00:00,97.231,29.16,34.23,1.7855,34359.67,4376.57,14251.178,13577.373
2022-01-28 21:00:00,97.227,30.13,35.32,1.7819,34194.41,4358.98,14210.327,13531.496
2022-01-28 20:00:00,97.128,29.26,34.41,1.7801,34373.57,4382.94,14303.712,13625.406
2022-01-28 19:00:00,97.112,30.35,35.57,1.7908,34132.23,4346.76,14152.966,13480.279
2022-01-28 18:00:00,97.147,31.85,37.91,1.798,33831.13,4297.45,13914.379,13267.131
2022-01-28 17:00:00,97.102,30.95,36.64,1.8248,34160.78,4326.51,14003.111,13352.783
2022-01-28 16:00:00,97.439,32.4,36.64,1.8409,34160.78,4326.51,14003.111,13352.783
2022-01-28 15:00:00,97.371,31.21,36.64,1.8427,34160.78,4326.51,14003.111,13352.783
2022-01-28 14:00:00,97.338,30.96,36.64,1.8355,34160.78,4326.51,14003.111,13352.783
2022-01-28 13:00:00,97.368,30.52,36.64,1.8355,34160.78,4326.51,14003.111,13352.783
2022-01-28 12:00:00,97.345,30.31,36.64,1.8248,34160.78,4326.51,14003.111,13352.783
2022-01-28 11:00:00,97.319,30.49,36.64,1.8373,34160.78,4326.51,14003.111,13352.783
2022-01-28 10:00:00,97.191,30.49,36.64,1.8194,34160.78,4326.51,14003.111,13352.783
2022-01-28 09:00:00,97.133,30.49,36.64,1.8194,34160.78,4326.51,14003.111,13352.783
2022-01-28 08:00:00,97.162,30.49,36.64,1.8191,34160.78,4326.51,14003.111,13352.783
2022-01-28 07:00:00,97.147,30.49,36.64,1.8191,34160.78,4326.51,14003.111,13352.783
2022-01-28 06:00:00,97.156,30.49,36.64,1.8191,34160.78,4326.51,14003.111,13352.783
2022-01-28 05:00:00,97.205,30.49,36.64,1.8155,34160.78,4326.51,14003.111,13352.783
2022-01-28 04:00:00,97.212,30.49,36.64,1.8137,34160.78,4326.51,14003.111,13352.783
2022-01-28 03:00:00,97.204,30.49,36.64,1.8084,34160.78,4326.51,14003.111,13352.783
2022-01-28 02:00:00,97.219,30.49,36.64,1.803,34160.78,4326.51,14003.111,13352.783
2022-01-28 01:00:00,97.228,30.49,36.64,1.803,34160.78,4326.51,14003.111,13352.783
2022-01-28 00:00:00,97.246,30.99,36.83,1.803,34152.07,4325.48,13998.888,13349.761
2022-01-27 23:00:00,97.255,31.95,37.51,1.8084,34113.08,4324.87,14025.966,13373.522
2022-01-27 22:00:00,97.198,32.06,37.2,1.7923,34133.21,4333.7,14088.913,13434.836
2022-01-27 21:00:00,97.262,31.7,36.5,1.7959,34284.27,4353.99,14161.988,13502.158
2022-01-27 20:00:00,97.23,30.11,35.25,1.8066,34662.97,4403.38,14309.617,13645.857
2022-01-27 19:00:00,97.176,29.5,35.17,1.8066,34677.49,4406.29,14311.243,13651.52
2022-01-27 18:00:00,97.056,29.03,35.37,1.8012,34689.35,4416.33,14360.88,13718.361
2022-01-27 17:00:00,97.147,29.42,38.1,1.8316,34168.09,4349.93,14172.759,13542.119
2022-01-27 16:00:00,97.117,30.52,38.1,1.8388,34168.09,4349.93,14172.759,13542.119
2022-01-27 15:00:00,97.091,30.26,38.1,1.8244,34168.09,4349.93,14172.759,13542.119
2022-01-27 14:00:00,96.91,31.38,38.1,1.837,34168.09,4349.93,14172.759,13542.119
2022-01-27 13:00:00,96.803,30.52,38.1,1.8441,34168.09,4349.93,14172.759,13542.119
2022-01-27 12:00:00,96.776,31.17,38.1,1.8423,34168.09,4349.93,14172.759,13542.119
2022-01-27 11:00:00,96.826,31.96,38.1,1.8334,34168.09,4349.93,14172.759,13542.119
2022-01-27 10:00:00,96.682,31.96,38.1,1.8423,34168.09,4349.93,14172.759,13542.119
2022-01-27 09:00:00,96.655,31.96,38.1,1.8477,34168.09,4349.93,14172.759,13542.119
2022-01-27 08:00:00,96.643,31.96,38.1,1.8494,34168.09,4349.93,14172.759,13542.119
2022-01-27 07:00:00,96.646,31.96,38.1,1.8494,34168.09,4349.93,14172.759,13542.119
2022-01-27 06:00:00,96.599,31.96,38.1,1.8512,34168.09,4349.93,14172.759,13542.119
2022-01-27 05:00:00,96.555,31.96,38.1,1.8548,34168.09,4349.93,14172.759,13542.119
2022-01-27 04:00:00,96.545,31.96,38.1,1.844,34168.09,4349.93,14172.759,13542.119
2022-01-27 03:00:00,96.483,31.96,38.1,1.853,34168.09,4349.93,14172.759,13542.119
2022-01-27 02:00:00,96.487,31.96,38.1,1.8727,34168.09,4349.93,14172.759,13542.119
2022-01-27 01:00:00,96.485,31.96,38.1,1.8673,34168.09,4349.93,14172.759,13542.119
2022-01-27 00:00:00,96.484,30.79,37.03,1.8619,34146.3,4347.26,14168.899,13537.53
2022-01-26 23:00:00,96.39,29.97,36.95,1.8476,34324.33,4377.4,14280.185,13656.944
2022-01-26 22:00:00,96.124,28.03,35.33,1.7868,34585.9,4422.0,14496.682,13864.206
2022-01-26 21:00:00,96.075,27.71,35.11,1.7851,34673.52,4433.85,14551.686,13917.553
2022-01-26 20:00:00,96.139,28.36,35.74,1.7833,34620.67,4421.04,14464.812,13836.944
2022-01-26 19:00:00,96.156,29.7,36.76,1.7833,34498.25,4405.3,14401.388,13771.412
2022-01-26 18:00:00,96.105,28.42,36.24,1.7922,34743.64,4432.41,14464.001,13842.404
2022-01-26 17:00:00,96.112,28.52,38.2,1.7833,34297.73,4356.45,14149.122,13539.295
2022-01-26 16:00:00,96.111,28.71,38.2,1.7833,34297.73,4356.45,14149.122,13539.295
2022-01-26 15:00:00,96.098,28.24,38.2,1.7904,34297.73,4356.45,14149.122,13539.295
2022-01-26 14:00:00,96.081,28.66,38.2,1.7868,34297.73,4356.45,14149.122,13539.295
2022-01-26 13:00:00,96.056,28.81,38.2,1.7815,34297.73,4356.45,14149.122,13539.295
2022-01-26 12:00:00,96.085,29.18,38.2,1.7833,34297.73,4356.45,14149.122,13539.295
2022-01-26 11:00:00,96.047,31.16,38.2,1.7761,34297.73,4356.45,14149.122,13539.295
2022-01-26 10:00:00,96.031,31.16,38.2,1.7761,34297.73,4356.45,14149.122,13539.295
2022-01-26 09:00:00,95.958,31.16,38.2,1.7726,34297.73,4356.45,14149.122,13539.295
2022-01-26 08:00:00,95.973,31.16,38.2,1.7743,34297.73,4356.45,14149.122,13539.295
2022-01-26 07:00:00,95.949,31.16,38.2,1.7725,34297.73,4356.45,14149.122,13539.295
2022-01-26 06:00:00,95.95,31.16,38.2,1.7725,34297.73,4356.45,14149.122,13539.295
2022-01-26 05:00:00,95.956,31.16,38.2,1.7778,34297.73,4356.45,14149.122,13539.295
2022-01-26 04:00:00,95.974,31.16,38.2,1.7796,34297.73,4356.45,14149.122,13539.295
2022-01-26 03:00:00,95.966,31.16,38.2,1.776,34297.73,4356.45,14149.122,13539.295
2022-01-26 02:00:00,95.987,31.16,38.2,1.776,34297.73,4356.45,14149.122,13539.295
2022-01-26 01:00:00,95.996,31.16,38.2,1.7725,34297.73,4356.45,14149.122,13539.295
2022-01-26 00:00:00,95.967,30.6,38.04,1.7778,34310.19,4358.03,14154.717,13543.782
2022-01-25 23:00:00,95.948,29.29,35.94,1.785,34580.53,4409.71,14403.175,13776.019
2022-01-25 22:00:00,95.998,29.78,36.4,1.7814,34353.97,4377.48,14285.78,13653.004
2022-01-25 21:00:00,96.072,32.36,39.26,1.7583,34007.51,4328.46,14102.445,13475.598
2022-01-25 20:00:00,96.109,33.09,39.55,1.76,33889.02,4312.29,14048.104,13434.38
2022-01-25 19:00:00,96.178,33.74,39.71,1.7476,33934.99,4325.32,14139.833,13507.291
2022-01-25 18:00:00,96.194,34.74,40.33,1.737,33699.2,4304.51,14112.842,13482.317
2022-01-25 17:00:00,96.178,32.81,35.55,1.7529,34364.5,4410.13,14509.582,13855.129
2022-01-25 16:00:00,96.262,32.95,35.55,1.7725,34364.5,4410.13,14509.582,13855.129
2022-01-25 15:00:00,96.245,32.81,35.55,1.7796,34364.5,4410.13,14509.582,13855.129
2022-01-25 14:00:00,96.186,32.25,35.55,1.7867,34364.5,4410.13,14509.582,13855.129
2022-01-25 13:00:00,96.12,31.85,35.55,1.7939,34364.5,4410.13,14509.582,13855.129
2022-01-25 12:00:00,96.044,32.91,35.55,1.7672,34364.5,4410.13,14509.582,13855.129
2022-01-25 11:00:00,96.01,29.9,35.55,1.7529,34364.5,4410.13,14509.582,13855.129
2022-01-25 10:00:00,96.004,29.9,35.55,1.7618,34364.5,4410.13,14509.582,13855.129
2022-01-25 09:00:00,95.977,29.9,35.55,1.7636,34364.5,4410.13,14509.582,13855.129
2022-01-25 08:00:00,95.969,29.9,35.55,1.7564,34364.5,4410.13,14509.582,13855.129
2022-01-25 07:00:00,95.961,29.9,35.55,1.767,34364.5,4410.13,14509.582,13855.129
