date,DXY,VIX,VXN,US10YT,DJI,SPX,NDX,IXIC
2021-12-31 15:00:00,96.033,18.12,21.38,1.5067,36398.08,4778.73,16429.1,15741.564
2021-12-31 14:00:00,95.981,17.89,21.38,1.5118,36398.08,4778.73,16429.1,15741.564
2021-12-31 13:00:00,95.949,17.75,21.38,1.5118,36398.08,4778.73,16429.1,15741.564
2021-12-31 12:00:00,95.999,17.71,21.38,1.5153,36398.08,4778.73,16429.1,15741.564
2021-12-31 11:00:00,96.099,17.33,21.38,1.5204,36398.08,4778.73,16429.1,15741.564
2021-12-31 10:00:00,96.023,17.33,21.38,1.5153,36398.08,4778.73,16429.1,15741.564
2021-12-31 09:00:00,96.062,17.33,21.38,1.5117,36398.08,4778.73,16429.1,15741.564
2021-12-31 08:00:00,96.027,17.33,21.38,1.5117,36398.08,4778.73,16429.1,15741.564
2021-12-31 07:00:00,96.039,17.33,21.38,1.5117,36398.08,4778.73,16429.1,15741.564
2021-12-31 06:00:00,96.014,17.33,21.38,1.5117,36398.08,4778.73,16429.1,15741.564
2021-12-31 05:00:00,96.01,17.33,21.38,1.5117,36398.08,4778.73,16429.1,15741.564
2021-12-31 04:00:00,95.972,17.33,21.38,1.5117,36398.08,4778.73,16429.1,15741.564
2021-12-31 03:00:00,95.999,17.33,21.38,1.5117,36398.08,4778.73,16429.1,15741.564
2021-12-31 02:00:00,95.988,17.33,21.38,1.5065,36398.08,4778.73,16429.1,15741.564
2021-12-31 01:00:00,95.98,17.33,21.38,1.5117,36398.08,4778.73,16429.1,15741.564
2021-12-31 00:00:00,96.027,17.57,21.4,1.5083,36404.89,4779.28,16436.091,15747.822
2021-12-30 23:00:00,95.968,16.67,21.04,1.5152,36525.35,4799.9,16528.47,15842.028
2021-12-30 22:00:00,96.13,16.67,21.18,1.5203,36538.23,4801.7,16541.867,15851.336
2021-12-30 21:00:00,96.095,16.82,21.27,1.5238,36537.39,4802.06,16551.346,15859.703
2021-12-30 20:00:00,96.069,16.81,21.28,1.5324,36516.23,4801.02,16545.665,15854.559
2021-12-30 19:00:00,96.002,16.92,21.38,1.5358,36532.09,4800.36,16536.466,15839.6
2021-12-30 18:00:00,95.957,16.94,21.36,1.5445,36583.41,4800.33,16504.688,15807.983
2021-12-30 17:00:00,96.163,17.09,21.28,1.5238,36488.63,4793.06,16491.01,15766.216
2021-12-30 16:00:00,95.889,17.06,21.28,1.5289,36488.63,4793.06,16491.01,15766.216
2021-12-30 15:00:00,96.035,17.02,21.28,1.5324,36488.63,4793.06,16491.01,15766.216
2021-12-30 14:00:00,96.105,17.13,21.28,1.5307,36488.63,4793.06,16491.01,15766.216
2021-12-30 13:00:00,96.211,17.1,21.28,1.522,36488.63,4793.06,16491.01,15766.216
2021-12-30 12:00:00,96.213,17.19,21.28,1.5272,36488.63,4793.06,16491.01,15766.216
2021-12-30 11:00:00,96.107,16.95,21.28,1.5376,36488.63,4793.06,16491.01,15766.216
2021-12-30 10:00:00,96.123,16.95,21.28,1.5445,36488.63,4793.06,16491.01,15766.216
2021-12-30 09:00:00,96.051,16.95,21.28,1.5445,36488.63,4793.06,16491.01,15766.216
2021-12-30 08:00:00,95.994,16.95,21.28,1.5462,36488.63,4793.06,16491.01,15766.216
2021-12-30 07:00:00,95.965,16.95,21.28,1.5462,36488.63,4793.06,16491.01,15766.216
2021-12-30 06:00:00,95.912,16.95,21.28,1.5462,36488.63,4793.06,16491.01,15766.216
2021-12-30 05:00:00,95.892,16.95,21.28,1.5479,36488.63,4793.06,16491.01,15766.216
2021-12-30 04:00:00,95.868,16.95,21.28,1.5513,36488.63,4793.06,16491.01,15766.216
2021-12-30 03:00:00,95.885,16.95,21.28,1.5496,36488.63,4793.06,16491.01,15766.216
2021-12-30 02:00:00,95.915,16.95,21.28,1.5565,36488.63,4793.06,16491.01,15766.216
2021-12-30 01:00:00,95.9,16.95,21.28,1.5531,36488.63,4793.06,16491.01,15766.216
2021-12-30 00:00:00,95.903,17.04,21.31,1.5513,36491.26,4792.94,16490.196,15765.571
2021-12-29 23:00:00,95.929,17.13,21.41,1.5427,36508.57,4794.67,16502.791,15777.145
2021-12-29 22:00:00,95.945,17.2,21.6,1.5427,36493.89,4790.94,16467.53,15748.841
2021-12-29 21:00:00,95.968,17.43,21.81,1.5427,36482.79,4786.3,16442.241,15725.556
2021-12-29 20:00:00,95.991,17.56,22.01,1.541,36461.95,4785.07,16438.593,15725.313
2021-12-29 19:00:00,95.907,17.43,21.81,1.5393,36472.44,4791.14,16468.543,15755.295
2021-12-29 18:00:00,95.914,17.53,21.93,1.5203,36484.68,4794.92,16509.365,15780.436
2021-12-29 17:00:00,96.113,17.65,21.54,1.5186,36398.21,4786.35,16488.661,15781.723
2021-12-29 16:00:00,96.26,17.75,21.54,1.4979,36398.21,4786.35,16488.661,15781.723
2021-12-29 15:00:00,96.224,17.71,21.54,1.4945,36398.21,4786.35,16488.661,15781.723
2021-12-29 14:00:00,96.335,17.59,21.54,1.4945,36398.21,4786.35,16488.661,15781.723
2021-12-29 13:00:00,96.371,17.55,21.54,1.4893,36398.21,4786.35,16488.661,15781.723
2021-12-29 12:00:00,96.307,17.58,21.54,1.4825,36398.21,4786.35,16488.661,15781.723
2021-12-29 11:00:00,96.229,17.54,21.54,1.4773,36398.21,4786.35,16488.661,15781.723
2021-12-29 10:00:00,96.239,17.54,21.54,1.4739,36398.21,4786.35,16488.661,15781.723
2021-12-29 09:00:00,96.196,17.54,21.54,1.4739,36398.21,4786.35,16488.661,15781.723
2021-12-29 08:00:00,96.196,17.54,21.54,1.4773,36398.21,4786.35,16488.661,15781.723
2021-12-29 07:00:00,96.177,17.54,21.54,1.4756,36398.21,4786.35,16488.661,15781.723
2021-12-29 06:00:00,96.169,17.54,21.54,1.4722,36398.21,4786.35,16488.661,15781.723
2021-12-29 05:00:00,96.221,17.54,21.54,1.4756,36398.21,4786.35,16488.661,15781.723
2021-12-29 04:00:00,96.152,17.54,21.54,1.4773,36398.21,4786.35,16488.661,15781.723
2021-12-29 03:00:00,96.153,17.54,21.54,1.4756,36398.21,4786.35,16488.661,15781.723
2021-12-29 02:00:00,96.169,17.54,21.54,1.4842,36398.21,4786.35,16488.661,15781.723
2021-12-29 01:00:00,96.163,17.54,21.54,1.4842,36398.21,4786.35,16488.661,15781.723
2021-12-29 00:00:00,96.139,17.84,21.87,1.4859,36404.04,4787.14,16492.746,15784.994
2021-12-28 23:00:00,96.202,17.88,22.06,1.4807,36426.17,4788.37,16496.576,15795.862
2021-12-28 22:00:00,96.205,18.0,22.09,1.4824,36437.13,4790.32,16493.755,15790.213
2021-12-28 21:00:00,96.15,18.17,22.15,1.4687,36382.23,4786.89,16502.252,15794.813
2021-12-28 20:00:00,96.129,17.7,21.78,1.467,36479.31,4799.09,16553.532,15845.517
2021-12-28 19:00:00,96.226,17.84,21.84,1.467,36459.06,4797.11,16549.176,15849.47
2021-12-28 18:00:00,96.152,17.94,21.89,1.4636,36486.04,4804.12,16580.19,15887.34
2021-12-28 17:00:00,96.043,17.84,21.72,1.4602,36302.38,4791.19,16567.5,15871.262
2021-12-28 16:00:00,96.034,17.85,21.72,1.4842,36302.38,4791.19,16567.5,15871.262
2021-12-28 15:00:00,96.007,17.8,21.72,1.4842,36302.38,4791.19,16567.5,15871.262
2021-12-28 14:00:00,96.033,17.71,21.72,1.4722,36302.38,4791.19,16567.5,15871.262
2021-12-28 13:00:00,96.027,17.64,21.72,1.4722,36302.38,4791.19,16567.5,15871.262
2021-12-28 12:00:00,96.068,17.66,21.72,1.4722,36302.38,4791.19,16567.5,15871.262
2021-12-28 11:00:00,96.136,17.68,21.72,1.4722,36302.38,4791.19,16567.5,15871.262
2021-12-28 10:00:00,96.083,17.68,21.72,1.4722,36302.38,4791.19,16567.5,15871.262
2021-12-28 09:00:00,96.07,17.68,21.72,1.4722,36302.38,4791.19,16567.5,15871.262
2021-12-28 08:00:00,96.08,17.68,21.72,1.4756,36302.38,4791.19,16567.5,15871.262
2021-12-28 07:00:00,96.097,17.68,21.72,1.4738,36302.38,4791.19,16567.5,15871.262
2021-12-28 06:00:00,96.099,17.68,21.72,1.4773,36302.38,4791.19,16567.5,15871.262
2021-12-28 05:00:00,96.129,17.68,21.72,1.4807,36302.38,4791.19,16567.5,15871.262
2021-12-28 04:00:00,96.065,17.68,21.72,1.4824,36302.38,4791.19,16567.5,15871.262
2021-12-28 03:00:00,96.068,17.68,21.72,1.479,36302.38,4791.19,16567.5,15871.262
2021-12-28 02:00:00,96.076,17.68,21.72,1.4773,36302.38,4791.19,16567.5,15871.262
2021-12-28 01:00:00,96.073,17.68,21.72,1.479,36302.38,4791.19,16567.5,15871.262
2021-12-28 00:00:00,96.075,17.64,21.63,1.4807,36301.33,4791.0,16565.691,15869.904
2021-12-27 23:00:00,96.093,17.87,21.92,1.4807,36226.0,4780.49,16543.076,15845.091
2021-12-27 22:00:00,96.103,17.8,22.02,1.4841,36224.85,4781.65,16551.848,15849.477
2021-12-27 21:00:00,96.085,18.03,22.17,1.4807,36181.86,4777.26,16535.147,15838.383
2021-12-27 20:00:00,96.075,18.07,22.24,1.4773,36161.75,4771.93,16517.336,15822.931
2021-12-27 19:00:00,96.138,18.27,22.24,1.4773,36146.73,4768.86,16521.503,15829.388
2021-12-27 18:00:00,96.082,18.84,22.59,1.4807,36043.01,4750.27,16442.782,15743.901
2021-12-27 17:00:00,96.185,18.72,21.32,1.4858,35950.56,4725.79,16308.21,15653.374
2021-12-27 16:00:00,96.197,18.88,21.32,1.4944,35950.56,4725.79,16308.21,15653.374
2021-12-27 15:00:00,96.189,19.13,21.32,1.4944,35950.56,4725.79,16308.21,15653.374
2021-12-27 14:00:00,96.15,19.11,21.32,1.4807,35950.56,4725.79,16308.21,15653.374
2021-12-27 13:00:00,96.223,19.18,21.32,1.4807,35950.56,4725.79,16308.21,15653.374
2021-12-27 12:00:00,96.195,19.27,21.32,1.4807,35950.56,4725.79,16308.21,15653.374
2021-12-27 11:00:00,96.071,17.96,21.32,1.4807,35950.56,4725.79,16308.21,15653.374
2021-12-27 10:00:00,96.16,17.96,21.32,1.4807,35950.56,4725.79,16308.21,15653.374
2021-12-27 09:00:00,96.152,17.96,21.32,1.4807,35950.56,4725.79,16308.21,15653.374
2021-12-27 08:00:00,96.127,17.96,21.32,1.4841,35950.56,4725.79,16308.21,15653.374
2021-12-27 07:00:00,96.085,17.96,21.32,1.4824,35950.56,4725.79,16308.21,15653.374
2021-12-27 06:00:00,96.111,17.96,21.32,1.4824,35950.56,4725.79,16308.21,15653.374
2021-12-27 05:00:00,96.128,17.96,21.32,1.4824,35950.56,4725.79,16308.21,15653.374
2021-12-27 04:00:00,96.137,17.96,21.32,1.4858,35950.56,4725.79,16308.21,15653.374
2021-12-27 03:00:00,96.094,17.96,21.32,1.4858,35950.56,4725.79,16308.21,15653.374
2021-12-24 05:00:00,96.062,17.96,21.32,1.4926,35950.56,4725.79,16308.21,15653.374
2021-12-24 04:00:00,96.062,17.96,21.32,1.4926,35950.56,4725.79,16308.21,15653.374
2021-12-24 03:00:00,96.062,17.96,21.32,1.4926,35950.56,4725.79,16308.21,15653.374
2021-12-24 02:00:00,96.052,17.96,21.32,1.4926,35950.56,4725.79,16308.21,15653.374
2021-12-24 01:00:00,96.054,17.96,21.32,1.4926,35950.56,4725.79,16308.21,15653.374
2021-12-24 00:00:00,96.005,18.05,21.27,1.4926,35947.14,4725.29,16303.719,15649.429
2021-12-23 23:00:00,96.019,17.8,20.94,1.4926,36043.06,4736.92,16340.317,15678.996
2021-12-23 22:00:00,96.039,18.01,21.14,1.4943,35993.05,4732.34,16333.481,15675.514
2021-12-23 21:00:00,95.998,18.09,21.31,1.4926,35971.84,4729.74,16327.334,15663.993
2021-12-23 20:00:00,96.1,17.77,21.25,1.4892,35989.34,4731.97,16327.585,15653.597
2021-12-23 19:00:00,96.16,17.82,21.31,1.4977,35978.48,4729.73,16297.348,15630.279
2021-12-23 18:00:00,96.179,18.3,21.94,1.4909,35954.01,4721.7,16246.179,15574.047
2021-12-23 17:00:00,96.216,18.6,22.15,1.4635,35753.89,4696.56,16180.137,15521.892
2021-12-23 16:00:00,96.166,18.48,22.15,1.4737,35753.89,4696.56,16180.137,15521.892
2021-12-23 15:00:00,96.066,18.51,22.15,1.472,35753.89,4696.56,16180.137,15521.892
2021-12-23 14:00:00,96.062,18.57,22.15,1.4737,35753.89,4696.56,16180.137,15521.892
2021-12-23 13:00:00,96.105,18.73,22.15,1.4686,35753.89,4696.56,16180.137,15521.892
2021-12-23 12:00:00,96.172,18.61,22.15,1.4703,35753.89,4696.56,16180.137,15521.892
2021-12-23 11:00:00,96.097,18.63,22.15,1.4652,35753.89,4696.56,16180.137,15521.892
2021-12-23 10:00:00,96.067,18.63,22.15,1.4618,35753.89,4696.56,16180.137,15521.892
2021-12-23 09:00:00,96.048,18.63,22.15,1.4583,35753.89,4696.56,16180.137,15521.892
2021-12-23 08:00:00,96.04,18.63,22.15,1.4566,35753.89,4696.56,16180.137,15521.892
2021-12-23 07:00:00,96.043,18.63,22.15,1.4549,35753.89,4696.56,16180.137,15521.892
2021-12-23 06:00:00,96.031,18.63,22.15,1.4549,35753.89,4696.56,16180.137,15521.892
2021-12-23 05:00:00,96.029,18.63,22.15,1.4549,35753.89,4696.56,16180.137,15521.892
2021-12-23 04:00:00,96.049,18.63,22.15,1.4549,35753.89,4696.56,16180.137,15521.892
2021-12-23 03:00:00,96.122,18.63,22.15,1.4583,35753.89,4696.56,16180.137,15521.892
2021-12-23 02:00:00,96.124,18.63,22.15,1.4532,35753.89,4696.56,16180.137,15521.892
2021-12-23 01:00:00,96.097,18.63,22.15,1.4549,35753.89,4696.56,16180.137,15521.892
2021-12-23 00:00:00,96.021,18.68,22.34,1.4566,35752.54,4696.4,16179.467,15520.831
2021-12-22 23:00:00,96.076,19.4,22.79,1.4583,35673.1,4681.79,16119.457,15463.181
2021-12-22 22:00:00,96.132,19.66,23.37,1.4617,35681.64,4678.07,16074.353,15427.826
2021-12-22 21:00:00,96.107,19.41,23.13,1.46,35717.03,4687.16,16122.686,15470.985
2021-12-22 20:00:00,96.139,19.41,23.25,1.4583,35655.76,4684.1,16137.05,15485.245
2021-12-22 19:00:00,96.177,19.4,23.33,1.4703,35672.12,4680.53,16102.852,15449.596
2021-12-22 18:00:00,96.274,20.23,24.3,1.4652,35477.53,4653.25,16014.902,15368.624
2021-12-22 17:00:00,96.265,21.06,24.96,1.46,35492.7,4649.23,15986.277,15341.087
2021-12-22 16:00:00,96.327,20.81,24.96,1.472,35492.7,4649.23,15986.277,15341.087
2021-12-22 15:00:00,96.34,20.55,24.96,1.4754,35492.7,4649.23,15986.277,15341.087
2021-12-22 14:00:00,96.397,20.73,24.96,1.4806,35492.7,4649.23,15986.277,15341.087
2021-12-22 13:00:00,96.475,21.06,24.96,1.4823,35492.7,4649.23,15986.277,15341.087
2021-12-22 12:00:00,96.544,21.14,24.96,1.4806,35492.7,4649.23,15986.277,15341.087
2021-12-22 11:00:00,96.564,21.01,24.96,1.4635,35492.7,4649.23,15986.277,15341.087
2021-12-22 10:00:00,96.596,21.01,24.96,1.4617,35492.7,4649.23,15986.277,15341.087
2021-12-22 09:00:00,96.558,21.01,24.96,1.4635,35492.7,4649.23,15986.277,15341.087
2021-12-22 08:00:00,96.543,21.01,24.96,1.4668,35492.7,4649.23,15986.277,15341.087
2021-12-22 07:00:00,96.523,21.01,24.96,1.4668,35492.7,4649.23,15986.277,15341.087
2021-12-22 06:00:00,96.504,21.01,24.96,1.4634,35492.7,4649.23,15986.277,15341.087
2021-12-22 05:00:00,96.449,21.01,24.96,1.4668,35492.7,4649.23,15986.277,15341.087
2021-12-22 04:00:00,96.489,21.01,24.96,1.4617,35492.7,4649.23,15986.277,15341.087
2021-12-22 03:00:00,96.478,21.01,24.96,1.4481,35492.7,4649.23,15986.277,15341.087
2021-12-22 02:00:00,96.479,21.01,24.96,1.4668,35492.7,4649.23,15986.277,15341.087
2021-12-22 01:00:00,96.459,21.01,24.96,1.4651,35492.7,4649.23,15986.277,15341.087
2021-12-22 00:00:00,96.474,21.0,24.95,1.4737,35490.66,4648.98,15984.967,15339.662
2021-12-21 23:00:00,96.491,20.95,25.0,1.4874,35478.6,4647.0,15980.143,15335.381
2021-12-21 22:00:00,96.548,21.01,25.25,1.4805,35467.51,4641.12,15924.95,15286.582
2021-12-21 21:00:00,96.597,20.95,25.31,1.4977,35502.51,4638.07,15874.453,15241.946
2021-12-21 20:00:00,96.575,21.36,25.71,1.4823,35391.74,4617.32,15789.028,15167.728
2021-12-21 19:00:00,96.628,22.0,27.01,1.4823,35275.91,4594.24,15678.93,15069.472
2021-12-21 18:00:00,96.532,22.4,27.78,1.4703,35223.23,4594.16,15676.302,15054.254
2021-12-21 17:00:00,96.424,21.87,27.88,1.4651,34932.16,4568.02,15627.643,14980.944
2021-12-21 16:00:00,96.389,21.7,27.88,1.4515,34932.16,4568.02,15627.643,14980.944
2021-12-21 15:00:00,96.447,21.7,27.88,1.4429,34932.16,4568.02,15627.643,14980.944
2021-12-21 14:00:00,96.42,22.01,27.88,1.4446,34932.16,4568.02,15627.643,14980.944
2021-12-21 13:00:00,96.377,22.58,27.88,1.4242,34932.16,4568.02,15627.643,14980.944
2021-12-21 12:00:00,96.356,22.36,27.88,1.4191,34932.16,4568.02,15627.643,14980.944
2021-12-21 11:00:00,96.449,22.87,27.88,1.4259,34932.16,4568.02,15627.643,14980.944
2021-12-21 10:00:00,96.507,22.87,27.88,1.4327,34932.16,4568.02,15627.643,14980.944
2021-12-21 09:00:00,96.498,22.87,27.88,1.4327,34932.16,4568.02,15627.643,14980.944
2021-12-21 08:00:00,96.496,22.87,27.88,1.4242,34932.16,4568.02,15627.643,14980.944
2021-12-21 07:00:00,96.478,22.87,27.88,1.4259,34932.16,4568.02,15627.643,14980.944
2021-12-21 06:00:00,96.46,22.87,27.88,1.4293,34932.16,4568.02,15627.643,14980.944
2021-12-21 05:00:00,96.48,22.87,27.88,1.4276,34932.16,4568.02,15627.643,14980.944
2021-12-21 04:00:00,96.508,22.87,27.88,1.4174,34932.16,4568.02,15627.643,14980.944
2021-12-21 03:00:00,96.505,22.87,27.88,1.4208,34932.16,4568.02,15627.643,14980.944
2021-12-21 02:00:00,96.509,22.87,27.88,1.4276,34932.16,4568.02,15627.643,14980.944
2021-12-21 01:00:00,96.52,22.87,27.88,1.4259,34932.16,4568.02,15627.643,14980.944
2021-12-21 00:00:00,96.513,23.07,28.32,1.4208,34928.7,4567.88,15630.493,14983.215
2021-12-20 23:00:00,96.551,23.81,29.03,1.4191,34814.16,4555.64,15603.771,14956.591
2021-12-20 22:00:00,96.503,23.81,29.15,1.4106,34826.44,4553.08,15576.822,14929.173
2021-12-20 21:00:00,96.467,25.26,30.3,1.4021,34702.53,4537.85,15528.602,14880.083
2021-12-20 20:00:00,96.386,25.2,29.98,1.3885,34760.42,4547.28,15575.876,14927.843
2021-12-20 19:00:00,96.428,25.84,30.81,1.3817,34730.95,4538.26,15553.548,14899.288
2021-12-20 18:00:00,96.37,25.41,30.37,1.4004,34815.08,4560.88,15642.912,14990.473
2021-12-20 17:00:00,96.387,25.92,26.55,1.397,35365.44,4620.64,15801.461,15169.682
2021-12-20 16:00:00,96.532,25.66,26.55,1.38,35365.44,4620.64,15801.461,15169.682
2021-12-20 15:00:00,96.545,25.02,26.55,1.3919,35365.44,4620.64,15801.461,15169.682
2021-12-20 14:00:00,96.557,25.58,26.55,1.3885,35365.44,4620.64,15801.461,15169.682
2021-12-20 13:00:00,96.591,26.48,26.55,1.3733,35365.44,4620.64,15801.461,15169.682
2021-12-20 12:00:00,96.542,26.69,26.55,1.3699,35365.44,4620.64,15801.461,15169.682
2021-12-20 11:00:00,96.581,21.57,26.55,1.3716,35365.44,4620.64,15801.461,15169.682
2021-12-20 10:00:00,96.598,21.57,26.55,1.3648,35365.44,4620.64,15801.461,15169.682
2021-12-20 09:00:00,96.582,21.57,26.55,1.3665,35365.44,4620.64,15801.461,15169.682
2021-12-20 08:00:00,96.611,21.57,26.55,1.3699,35365.44,4620.64,15801.461,15169.682
2021-12-20 07:00:00,96.61,21.57,26.55,1.3699,35365.44,4620.64,15801.461,15169.682
2021-12-20 06:00:00,96.614,21.57,26.55,1.3682,35365.44,4620.64,15801.461,15169.682
2021-12-20 05:00:00,96.659,21.57,26.55,1.3834,35365.44,4620.64,15801.461,15169.682
2021-12-20 04:00:00,96.589,21.57,26.55,1.3868,35365.44,4620.64,15801.461,15169.682
2021-12-20 03:00:00,96.635,21.57,26.55,1.3767,35365.44,4620.64,15801.461,15169.682
2021-12-20 02:00:00,96.672,21.57,26.55,1.4072,35365.44,4620.64,15801.461,15169.682
2021-12-18 05:00:00,96.672,21.57,26.55,1.4072,35365.44,4620.64,15801.461,15169.682
2021-12-18 04:00:00,96.672,21.57,26.55,1.4072,35365.44,4620.64,15801.461,15169.682
2021-12-18 03:00:00,96.672,21.57,26.55,1.4072,35365.44,4620.64,15801.461,15169.682
2021-12-18 02:00:00,96.672,21.57,26.55,1.4072,35365.44,4620.64,15801.461,15169.682
2021-12-18 01:00:00,96.672,21.57,26.55,1.4055,35365.44,4620.64,15801.461,15169.682
2021-12-18 00:00:00,96.682,21.81,26.98,1.4055,35369.1,4620.26,15797.124,15165.634
2021-12-17 23:00:00,96.565,20.92,26.26,1.4021,35512.11,4642.95,15872.692,15227.193
2021-12-17 22:00:00,96.558,20.51,25.58,1.4089,35591.28,4655.87,15907.876,15257.426
2021-12-17 21:00:00,96.444,21.49,26.54,1.3919,35482.77,4636.71,15821.745,15178.164
2021-12-17 20:00:00,96.366,21.86,26.69,1.3817,35443.19,4633.31,15822.126,15164.111
2021-12-17 19:00:00,96.381,21.35,25.89,1.3987,35591.17,4652.99,15903.96,15235.689
2021-12-17 18:00:00,96.182,22.2,26.89,1.3783,35422.72,4624.26,15784.914,15078.302
2021-12-17 17:00:00,96.165,21.94,25.24,1.3953,35897.64,4668.67,15863.938,15180.435
2021-12-17 16:00:00,96.005,22.08,25.24,1.3885,35897.64,4668.67,15863.938,15180.435
2021-12-17 15:00:00,96.094,21.13,25.24,1.4123,35897.64,4668.67,15863.938,15180.435
2021-12-17 14:00:00,96.062,21.35,25.24,1.4225,35897.64,4668.67,15863.938,15180.435
2021-12-17 13:00:00,95.973,21.07,25.24,1.4327,35897.64,4668.67,15863.938,15180.435
2021-12-17 12:00:00,95.958,20.83,25.24,1.4225,35897.64,4668.67,15863.938,15180.435
2021-12-17 11:00:00,96.073,20.57,25.24,1.4208,35897.64,4668.67,15863.938,15180.435
2021-12-17 10:00:00,95.969,20.57,25.24,1.4157,35897.64,4668.67,15863.938,15180.435
2021-12-17 09:00:00,95.884,20.57,25.24,1.4157,35897.64,4668.67,15863.938,15180.435
2021-12-17 08:00:00,95.959,20.57,25.24,1.419,35897.64,4668.67,15863.938,15180.435
2021-12-17 07:00:00,96.013,20.57,25.24,1.4173,35897.64,4668.67,15863.938,15180.435
2021-12-17 06:00:00,96.015,20.57,25.24,1.4224,35897.64,4668.67,15863.938,15180.435
2021-12-17 05:00:00,96.046,20.57,25.24,1.4258,35897.64,4668.67,15863.938,15180.435
2021-12-17 04:00:00,96.021,20.57,25.24,1.4275,35897.64,4668.67,15863.938,15180.435
2021-12-17 03:00:00,95.999,20.57,25.24,1.4241,35897.64,4668.67,15863.938,15180.435
2021-12-17 02:00:00,95.995,20.57,25.24,1.4241,35897.64,4668.67,15863.938,15180.435
2021-12-17 01:00:00,95.993,20.57,25.24,1.4122,35897.64,4668.67,15863.938,15180.435
2021-12-17 00:00:00,95.973,20.83,25.12,1.4344,35895.2,4668.64,15867.272,15182.817
2021-12-16 23:00:00,96.042,21.65,26.94,1.4224,35843.33,4662.32,15840.968,15154.767
2021-12-16 22:00:00,96.062,20.49,25.79,1.4292,35997.64,4685.96,15933.98,15261.172
2021-12-16 21:00:00,96.062,20.63,26.06,1.4241,35935.61,4679.82,15910.614,15236.677
2021-12-16 20:00:00,96.103,19.83,25.03,1.4292,36060.13,4697.92,15983.413,15317.09
2021-12-16 19:00:00,96.12,19.01,23.69,1.4292,36159.31,4719.13,16123.585,15454.825
2021-12-16 18:00:00,96.019,19.44,23.84,1.4224,36016.43,4711.99,16173.795,15499.274
2021-12-16 17:00:00,95.863,18.6,23.42,1.4684,35927.43,4709.85,16289.595,15565.583
2021-12-16 16:00:00,96.061,18.54,23.42,1.4719,35927.43,4709.85,16289.595,15565.583
2021-12-16 15:00:00,96.287,18.27,23.42,1.4326,35927.43,4709.85,16289.595,15565.583
2021-12-16 14:00:00,96.268,18.42,23.42,1.4395,35927.43,4709.85,16289.595,15565.583
2021-12-16 13:00:00,96.193,18.59,23.42,1.4514,35927.43,4709.85,16289.595,15565.583
2021-12-16 12:00:00,96.158,18.3,23.42,1.4463,35927.43,4709.85,16289.595,15565.583
2021-12-16 11:00:00,96.263,19.29,23.42,1.4531,35927.43,4709.85,16289.595,15565.583
2021-12-16 10:00:00,96.372,19.29,23.42,1.4582,35927.43,4709.85,16289.595,15565.583
2021-12-16 09:00:00,96.43,19.29,23.42,1.4548,35927.43,4709.85,16289.595,15565.583
2021-12-16 08:00:00,96.411,19.29,23.42,1.4565,35927.43,4709.85,16289.595,15565.583
2021-12-16 07:00:00,96.417,19.29,23.42,1.4599,35927.43,4709.85,16289.595,15565.583
2021-12-16 06:00:00,96.4,19.29,23.42,1.4599,35927.43,4709.85,16289.595,15565.583
2021-12-16 05:00:00,96.41,19.29,23.42,1.4667,35927.43,4709.85,16289.595,15565.583
2021-12-16 04:00:00,96.431,19.29,23.42,1.4718,35927.43,4709.85,16289.595,15565.583
2021-12-16 03:00:00,96.328,19.29,23.42,1.4633,35927.43,4709.85,16289.595,15565.583
2021-12-16 02:00:00,96.342,19.29,23.42,1.4582,35927.43,4709.85,16289.595,15565.583
2021-12-16 01:00:00,96.35,19.29,23.42,1.4616,35927.43,4709.85,16289.595,15565.583
2021-12-16 00:00:00,96.378,19.1,23.46,1.4667,35918.53,4708.37,16284.746,15562.401
2021-12-15 23:00:00,96.511,21.59,25.43,1.4616,35616.76,4651.61,15996.293,15292.783
2021-12-15 22:00:00,96.614,22.96,27.11,1.4582,35522.69,4630.16,15842.848,15160.045
2021-12-15 21:00:00,96.61,22.96,26.95,1.448,35546.91,4625.23,15797.848,15108.356
2021-12-15 20:00:00,96.614,22.93,27.28,1.4394,35513.04,4617.63,15778.879,15087.695
2021-12-15 19:00:00,96.65,22.82,27.13,1.448,35449.38,4623.79,15850.928,15149.12
2021-12-15 18:00:00,96.59,22.93,26.93,1.4514,35419.64,4619.84,15844.976,15156.473
2021-12-15 17:00:00,96.463,22.01,25.31,1.448,35544.18,4634.09,15914.897,15237.64
2021-12-15 16:00:00,96.522,21.96,25.31,1.4514,35544.18,4634.09,15914.897,15237.64
2021-12-15 15:00:00,96.486,22.01,25.31,1.4462,35544.18,4634.09,15914.897,15237.64
2021-12-15 14:00:00,96.498,21.82,25.31,1.4462,35544.18,4634.09,15914.897,15237.64
2021-12-15 13:00:00,96.463,21.94,25.31,1.4326,35544.18,4634.09,15914.897,15237.64
2021-12-15 12:00:00,96.439,21.66,25.31,1.4445,35544.18,4634.09,15914.897,15237.64
2021-12-15 11:00:00,96.498,21.89,25.31,1.4326,35544.18,4634.09,15914.897,15237.64
2021-12-15 10:00:00,96.443,21.89,25.31,1.4309,35544.18,4634.09,15914.897,15237.64
2021-12-15 09:00:00,96.481,21.89,25.31,1.4309,35544.18,4634.09,15914.897,15237.64
2021-12-15 08:00:00,96.516,21.89,25.31,1.436,35544.18,4634.09,15914.897,15237.64
